# Nombre: Cecilia Marin
# Tarea: Flecha Arriba
# Tipo: Visual Imagery
# Fecha: 2025-04-04 17:00:53
# Duración: 20
Timestamp,Canal1_Delta,Canal1_Theta,Canal1_Alpha,Canal1_Beta,Canal1_Gamma,Canal2_Delta,Canal2_Theta,Canal2_Alpha,Canal2_Beta,Canal2_Gamma,Canal3_Delta,Canal3_Theta,Canal3_Alpha,Canal3_Beta,Canal3_Gamma,Canal4_Delta,Canal4_Theta,Canal4_Alpha,Canal4_Beta,Canal4_Gamma,Canal5_Delta,Canal5_Theta,Canal5_Alpha,Canal5_Beta,Canal5_Gamma,Canal6_Delta,Canal6_Theta,Canal6_Alpha,Canal6_Beta,Canal6_Gamma,Canal7_Delta,Canal7_Theta,Canal7_Alpha,Canal7_Beta,Canal7_Gamma,Canal8_Delta,Canal8_Theta,Canal8_Alpha,Canal8_Beta,Canal8_Gamma
20746.6257429,0.00845439619177477,0.004696663951420601,0.006155804600476696,0.005592812213932196,0.00482953101795463,0.004503746246593633,0.005303458305244146,0.004634080005928079,0.0504368713634327,0.039418299993551884,0.04330203912053082,0.04606521047524827,0.05207895536145119,0.04046092477112264,0.04787373202353211,0.05139985583715034,0.13698729118705,0.12642308974639238,0.10986326759052482,0.1224716261186595,0.11238654014912626,0.11861860109327362,0.11668656766286568,0.11459037752464607,0.04058869991016952,0.03427521342333264,0.04397230570939478,0.05404142844628779,0.05876228205087485,0.06473507302526331,0.05726386981115406,0.06817138067366087,0.0017409695762084898,0.0018100110236712362,0.001981783140694687,0.0017589996557889065,0.0019107422923485458,0.0017796602981174576,0.0018830197980742717,0.0018440184912371404
20746.635742899998,0.008605639227913771,0.004761553053253949,0.006090214392719719,0.005843255909593144,0.004870382012082438,0.004723474841460683,0.005397069435259991,0.004743630720830916,0.04968868043162704,0.03902179311891311,0.04333661146963899,0.04556322795980433,0.05199587514216851,0.0401029923780283,0.04765206397983214,0.051400815069957966,0.13654157833391561,0.12631436603671917,0.10975925477975129,0.1221761610976262,0.11235218895647096,0.1184316466190674,0.1167746145764634,0.11446748914384693,0.040904476685904294,0.03423934610993417,0.04375886042248463,0.05421721851642748,0.058643635610713875,0.06485538746469534,0.05711316367893377,0.06828211877223009,0.0017496033376110142,0.001845998074637183,0.002023621345253676,0.0017636164632760254,0.00194658129505651,0.0017762946566170907,0.0018976993907004144,0.0018519891163480044
20746.645742899997,0.008745539336102599,0.004821575713923333,0.0060295429176374,0.006074915961705879,0.0049081691233639445,0.004926724282986452,0.00548365984709808,0.0048449656733498304,0.04899659928999633,0.038655027790381886,0.043368591225631,0.04509888467391739,0.05191902460706423,0.03977190251633402,0.04744702263813102,0.051401699695769444,0.13612931073134044,0.12621380646405309,0.10966305438728875,0.12190286501259137,0.11232040637611164,0.1182587182601371,0.11685606409997312,0.1143538200561433,0.041196571069433016,0.03420616997746821,0.04356142366531951,0.05437982446453348,0.05853389404845035,0.06496667445759337,0.05697375517755885,0.06838454884887105,0.001757589450334918,0.0018792859510638944,0.002062321559570636,0.0017678870476716417,0.00197973244750144,0.0017731816463960933,0.0019112780305329436,0.0018593618862888378
20746.655742899995,0.00826277544963978,0.00487709630866887,0.0061606094242554485,0.006289201909590495,0.0049431221679926435,0.005114729583410757,0.005464509829908066,0.0049387000381361,0.04803493109685359,0.038315768462609326,0.04306243075879268,0.04466937486162515,0.051847940126948024,0.039465646126214934,0.04678919143680369,0.05140252037272708,0.13520531374218162,0.12612078219799802,0.10933042442403111,0.12165006453521279,0.11229102187777137,0.11809876086039439,0.11659517409258358,0.11424867748228522,0.041758436357428555,0.03417548252123092,0.04368226568279573,0.05453023216876918,0.0584323805720478,0.06506961612506505,0.05721445333434788,0.06847929440490869,0.0017983260359663998,0.0019100773241886762,0.0020536320094544738,0.001771837388197629,0.0020103972551863266,0.001770301949571534,0.0019148020453666527,0.0018661815985640245
20746.665742899993,0.007813800538825572,0.004748052184553566,0.006283147418626253,0.00601685839602434,0.005029240290899756,0.004963853920114399,0.0054480892963494724,0.004971453175579255,0.047143409467304054,0.0375158695534015,0.04277846054423742,0.04370327821035388,0.05134891524599427,0.038710119727966515,0.04617905542229997,0.05105007692292082,0.13434842041698736,0.125625636880844,0.10902142356226799,0.12089585175300371,0.11195733675842534,0.11752112152178457,0.11635185936185818,0.11382458999989165,0.04227776766401263,0.034554438100025724,0.043794661122493674,0.05510956615200581,0.05871447495355702,0.06552556612388526,0.057437768061034275,0.06884233204816806,0.0018353419307319144,0.0019209139903792686,0.00204474844784163,0.0018095788693073842,0.00200384666100439,0.0018074287556304302,0.0019177328679675907,0.0018784965823992858
20746.67574289999,0.007398490036621762,0.004630469560221599,0.0063965000927301485,0.005765287601814432,0.005110420696316225,0.004824509034526373,0.005432905440365432,0.005002500011052457,0.046318741035374866,0.03677391629938098,0.04251578529801146,0.04280718690229024,0.05088610140352838,0.03800937351664025,0.04561467481271999,0.05072294656109357,0.13355578503176171,0.12516561014259137,0.10873558284373787,0.12019580364999854,0.11164686507302386,0.11698492104046417,0.1161267913707623,0.11343083559050364,0.04275814878953595,0.034905360100017664,0.04389862597162683,0.05564595315081658,0.05897618030883305,0.06594787902558474,0.05764433884615645,0.06917853781816967,0.0018695792144913122,0.0019301832435168452,0.0020365278559869734,0.001843841799221708,0.0019969814850909254,0.001841311989225069,0.0019204427006491332,0.0018895302576890833
20746.68574289999,0.007014327289176123,0.0045217125438536815,0.0065013515660764624,0.005532586049358139,0.0051855183000779495,0.004695616122805049,0.0054188603402735005,0.005031221040034113,0.04555592713232407,0.03608759854820275,0.0422728116278399,0.04197829251693634,0.05045799580148508,0.03736117727595841,0.04509262301531206,0.05042034058471462,0.13282259010618194,0.12474008381098636,0.10847118630752933,0.11954826821413973,0.11135968142856306,0.11648891241378327,0.11591859521893833,0.1130666148934482,0.04320250006499063,0.03522996181758259,0.04399479705419803,0.056142116320560924,0.05921826402412199,0.06633852125741911,0.057835418021435464,0.06948952642347304,0.001901248552088629,0.0019387545548667899,0.0020289237710513844,0.0018755324531036387,0.001990628066541668,0.0018726522566786586,0.0019229491959594756,0.0018997349293475684
20746.6712614,0.00665897616492175,0.004421112003953106,0.006598338662668035,0.005317337204929479,0.005254983741764344,0.004576389813089182,0.005405868730935221,0.005057788125068924,0.04485032080810584,0.035452756959831515,0.042048060716477646,0.04121156441112332,0.050061997853141464,0.036761595486874146,0.04460972390366872,0.05014043645144947,0.13214439119490604,0.12434646795744835,0.10822661391601172,0.11894928061648909,0.11109402723156231,0.11603011136189595,0.11572601324559402,0.11272971101512548,0.043613525993987046,0.03553022033811844,0.04408375257442742,0.05660106125736939,0.05944219159399103,0.06669986425605168,0.05801216199531164,0.06977719501340882,0.0019305427892862311,0.001946682880475373,0.002021890063262691,0.0019048463412511191,0.001984751266793699,0.0019016420706866185,0.0019252678415116581,0.0019091743796951091
20746.681261399997,0.006384393775337241,0.004328056762671957,0.006206218945856362,0.005118231782359432,0.005319239350264323,0.0044661060178357945,0.005533231200034657,0.005082362803626229,0.04381734431385845,0.03486552795768101,0.041649328954632296,0.040502339647591874,0.049695698818336166,0.036206983064718486,0.044073094432120465,0.04988151820038671,0.1313531626844649,0.1239823751581006,0.10787375479865549,0.11839522774680454,0.11084829310253325,0.11560572545151777,0.11541039367745828,0.11241806693407022,0.04368790117554053,0.035807960868495275,0.04454891920180757,0.05702559105266871,0.059649321931584315,0.0670341089278688,0.05807007834060761,0.07004328619424414,0.001958741569294847,0.001954016515049923,0.002084298649007569,0.001931961654480844,0.0019793151146167334,0.0019284576236639603,0.0019932761153045246,0.0019179057297131316
20746.691261399996,0.006131855088579083,0.004179484590381689,0.005841844371871367,0.005191893201445295,0.005239449499351963,0.004684656887977926,0.005651683129098534,0.005295254866337265,0.042860911933124,0.03423184277775008,0.041279083742637855,0.03952962695448356,0.049258736300035785,0.035393772135769275,0.04357710445718861,0.049552421411303824,0.13062263229446186,0.12347857542939332,0.1075458037598706,0.11763549404688045,0.11052059785916372,0.11496543755242768,0.11511891480164778,0.11197116036899746,0.04375612394444732,0.03614742536550724,0.04498073383737369,0.05724270806960361,0.05996599665580845,0.06712434608971062,0.05812316121836738,0.0701361186137377,0.0019833157482517317,0.0020068452627290618,0.0021439144684010794,0.001966974817693493,0.0020450505395626425,0.0019681583710899854,0.002055542314929521,0.0019852322154653005
