Timestamp,Canal1,Canal2,Canal3,Canal4,Canal5,Canal6,Canal7,Canal8
1743057170.89783,-0.0953,0.9289,-0.3376,-0.977,0.1299,0.4659,0.6572,0.4513
1743057170.953237,0.9421,0.2338,0.0545,0.6733,-0.568,-0.4759,-0.0242,-0.2972
1743057171.004229,0.4459,-0.3003,-0.7542,-0.4997,0.1685,-0.0138,-0.5434,-0.5424
1743057171.056184,-0.685,-0.5071,-0.9416,0.4672,0.1982,-0.5342,0.896,-0.3959
1743057171.108403,-0.124,-0.5047,-0.7252,-0.8013,-0.7704,0.7441,0.2438,0.6541
1743057171.160931,-0.1151,-0.2023,-0.7271,-0.0473,-0.5077,-0.8072,-0.1756,0.3605
1743057171.21336,0.672,-0.0059,-0.8869,0.4654,-0.8971,0.3424,0.9298,-0.2447
1743057171.265022,-0.9827,0.3129,0.5643,0.238,-0.9097,-0.8468,0.176,0.7684
1743057171.317114,-0.7257,0.3132,-0.1696,-0.5726,0.0469,-0.1912,-0.5899,0.7958
1743057171.369183,-0.0955,-0.2555,-0.9611,-0.9606,-0.6956,-0.1852,-0.6316,-0.8473
1743057171.421482,0.6184,0.3452,0.4257,0.9972,-0.044,0.5581,-0.2661,-0.7486
1743057171.473436,0.2157,0.7028,-0.3873,-0.7795,-0.1062,-0.2738,-0.5852,0.833
1743057171.525089,0.498,0.2434,0.5048,-0.0266,-0.8102,0.2646,0.1188,-0.1551
1743057171.576732,-0.8159,-0.0067,0.1852,-0.4765,0.3786,0.9961,0.7832,0.4978
1743057171.628714,0.0168,-0.2633,0.1049,0.6655,0.6325,0.8793,0.9236,0.5977
1743057171.680251,0.0346,-0.8285,0.9533,0.8114,-0.5166,0.6723,0.7963,-0.1602
1743057171.731801,0.9865,0.6091,-0.3714,-0.0304,-0.4639,0.0796,0.3441,-0.7652
1743057171.783728,0.7399,0.4397,-0.4991,0.1729,-0.9059,0.4811,0.3558,0.0697
1743057171.834802,0.176,-0.6791,0.1794,-0.4228,-0.629,0.3516,0.8186,-0.8646
1743057171.886989,0.0708,-0.7472,-0.5484,0.4884,0.9194,0.9562,0.8151,-0.7831
1743057171.938716,-0.4583,-0.6686,0.1943,-0.6839,0.3162,-0.3922,-0.8201,-0.4286
1743057171.990389,0.427,0.8039,0.2559,-0.4451,0.7849,-0.1586,-0.9678,-0.2525
1743057172.042241,-0.6524,0.8497,0.0328,0.82,0.3999,0.7013,-0.3502,0.9606
1743057172.093452,0.0808,-0.6156,0.4127,0.0965,-0.3532,0.15,0.9145,-0.8943
1743057172.144941,0.1442,0.1613,0.7767,-0.8933,-0.3714,0.5413,-0.4139,0.8939
1743057172.197963,-0.8834,0.6284,-0.9458,-0.5275,-0.0187,0.5053,0.7037,-0.8174
1743057172.250232,0.9267,0.7523,0.2143,-0.031,0.0933,-0.0796,-0.5702,-0.9446
1743057172.303004,-0.0605,0.4513,0.2359,-0.4887,0.3268,0.073,-0.616,0.8788
1743057172.354988,0.0878,0.1352,0.3881,-0.8363,0.262,-0.6601,0.8976,-0.4818
1743057172.406974,0.2114,-0.2481,0.1601,-0.4679,0.4325,-0.9982,0.8772,-0.65
1743057172.459023,-0.9293,0.4021,0.2949,-0.3313,-0.2064,-0.8665,-0.2911,0.4154
1743057172.510739,-0.5997,0.4558,-0.1426,0.415,0.9991,-0.3947,-0.7658,0.5342
1743057172.56189,0.7356,-0.7173,0.943,-0.0991,0.8419,-0.4253,-0.9722,-0.1317
1743057172.613512,0.7619,-0.582,0.992,0.1678,0.0341,0.2819,0.2238,-0.6705
1743057172.66542,-0.8047,-0.0779,-0.9887,0.9808,-0.3461,0.6635,-0.9049,0.8168
1743057172.717246,-0.2358,-0.6265,-0.4503,-0.9203,0.5098,-0.4643,-0.6297,0.4565
1743057172.769204,-0.4714,0.6158,0.453,0.161,-0.5361,0.4041,-0.344,0.4433
1743057172.820786,0.3852,0.0458,-0.7186,-0.9022,-0.0126,-0.3891,-0.0348,0.4434
