Timestamp,Canal1,Canal2,Canal3,Canal4,Canal5,Canal6,Canal7,Canal8,Canal9,Canal10,Canal11,Canal12,Canal13,Canal14,Canal15,Canal16,Canal17,Canal18,Canal19,Canal20,Canal21,Canal22,Canal23,Canal24,Canal25,Canal26,Canal27,Canal28,Canal29,Canal30,Canal31,Canal32,Canal33,Canal34,Canal35,Canal36,Canal37,Canal38,Canal39,Canal40
195903.44288100002,0.02972077338819073,0.011044071641484092,0.0058262901454421605,0.007317452849992542,0.00578144068261451,0.00942595713938004,0.005158606157685951,0.004672616184773596,0.12218564684427939,0.010925421870653642,0.009701520078056788,0.010772656052432534,0.009598189388390898,0.008155519899069354,0.007471188559163581,0.007465138731136598,0.2671290281006222,0.04220377084651105,0.040819992256372666,0.03211233262416287,0.04285618238247529,0.0426153883024055,0.040521689504950144,0.03477639657810355,0.505653520715003,0.11803706087457945,0.1210027209459155,0.1017773080572218,0.11538607179671381,0.10619542778772222,0.11907415141175733,0.11950390902585821,0.2477133034228956,0.08951022324575568,0.08877774241571047,0.07813416446022185,0.09021910694873331,0.08710196802985971,0.08929363380686497,0.084018610093028
195903.45288100003,0.029454826092276534,0.010654674413897952,0.005932244736517244,0.00738663618397475,0.005598062681286158,0.009246055024711541,0.005172316858563002,0.004408837820818863,0.12236861517326282,0.01069002480739453,0.009153546346290571,0.010844004321570842,0.008913532975144762,0.007793189690005611,0.007270151348300399,0.006956244410406605,0.2677682395273393,0.0414440211593735,0.03974047964827755,0.031200920236532984,0.042014119862301164,0.042222017586140546,0.03953585130959082,0.03424926084681521,0.5081956581854877,0.12008439408846398,0.12329634251222907,0.10363410566108497,0.11737932559653289,0.10717045596224671,0.12117434901148434,0.12060723991747378,0.24799148093710702,0.08956013532617914,0.08873770510413441,0.07810292011604902,0.09143269632251429,0.08720064644040862,0.09051641582838571,0.08528158396918824
195903.46288100004,0.029704631631666853,0.010027089688169963,0.005661060295926969,0.007616201244990275,0.005629961835076968,0.008837207353549108,0.004874224938517988,0.004357264402463316,0.12207944911433294,0.010992113197737706,0.009014588817562013,0.01101913358688751,0.008469030487296109,0.007670479166956212,0.006850250517431765,0.006654415812282164,0.268642057982517,0.040442451545969114,0.03925534765582091,0.03017583343212831,0.040972931269406265,0.041601745678302916,0.03902160926595832,0.033494781611048456,0.5110220269950143,0.1222862490495147,0.1252314454876214,0.1055624513742547,0.11950965376456166,0.10832828193547774,0.12296322227442531,0.12190615837856421,0.24847150235032747,0.08980897097461953,0.08897518450194675,0.07821173974900299,0.09278405284375493,0.08746708401086893,0.09155775896434405,0.08664800577457975
195903.47288100005,0.030058556563253777,0.00984677457048707,0.005442545063948175,0.007407975783274949,0.005348905623241827,0.008742306588314123,0.004615381294451374,0.0041693590221231385,0.12169030968056384,0.010941720168642652,0.00893142266700698,0.010843044422629322,0.00820138255155006,0.0074073889193141725,0.006479668241686865,0.006382665157881832,0.26949545543703457,0.03981925930713938,0.03884665852452529,0.0296038162635854,0.04046612328003286,0.04127450074144587,0.03857009305433779,0.033149649646864766,0.5137503408953168,0.1241866384554133,0.12701464861885509,0.10723049327786177,0.1213004774675448,0.10929688325019114,0.1246019862611152,0.12293981699391925,0.2488646599037463,0.09017794520314386,0.0892839402264368,0.07849088715416434,0.09394618470647795,0.08778794738501969,0.09252480419028065,0.0878084856252452
195903.4508932,0.03003707241289854,0.009696341553163398,0.005590328866774676,0.007177232331400611,0.005094703933216837,0.008600559956970615,0.004746976378314458,0.004046135909042165,0.12168729342629098,0.010879704435361869,0.008471846235266827,0.010652677344483186,0.007956253938230809,0.007153934964585404,0.006413418561374645,0.006181112359384551,0.2702833053163644,0.03926560345325577,0.03846362887083366,0.02910823396259679,0.040016389642713174,0.04096510019934623,0.03814494775132025,0.03287539166448672,0.5161311140912743,0.12592740086398072,0.1281026957344025,0.10877544429596586,0.1229294785958815,0.11014778669940889,0.12564206107813902,0.12388519421654581,0.2495172579572009,0.09058617336978471,0.09000581620488661,0.07880787629358653,0.09500993125756552,0.08811451819437582,0.09311944326587006,0.08890263985633448
195903.4608932,0.02982997937880333,0.009149329718740383,0.005939592193370098,0.0073973909156963575,0.005266472553037344,0.008238474885179932,0.004979717898804401,0.00383067456790126,0.1218714767834974,0.011122507575256521,0.008620998277111982,0.010872290365119596,0.0076380344495060645,0.007179557138691315,0.0066350926002796615,0.005818862752522004,0.27109276990829273,0.03883512641454917,0.038229829196652805,0.028591386003170235,0.03957447375277563,0.0407348257057334,0.03782643716208375,0.03259679581818975,0.5184154097830693,0.127078256412143,0.1289029197169507,0.1098271791206735,0.12391943882777805,0.11054469591891974,0.1265033135835368,0.12459714746450784,0.2500586702701094,0.09130527823123469,0.09071075639521066,0.07938048498902747,0.09564289701289072,0.08873847249038051,0.09377387451980147,0.08980226700310845
195903.47089320002,0.02940459693211945,0.008810805136653109,0.006062087555171675,0.007693772536968053,0.005552879818444468,0.007947243145044176,0.004969947046844504,0.0036344338541431528,0.12224725090681357,0.011418502172735696,0.008865496727767333,0.011168964419170839,0.007471252508017423,0.0072566048494282645,0.00675475289622759,0.005496599497992613,0.2720867695761236,0.038530919052288594,0.0378792349345368,0.028168740034523666,0.0392403889530931,0.04058779396807343,0.037402237769195934,0.03235323062112015,0.5208706620774678,0.12802856835465765,0.12984179547277003,0.11071553528195786,0.12471435505545737,0.11082947082321917,0.12752843502690397,0.12526338794011535,0.2501684704521556,0.09193266977813337,0.09147841975301112,0.07986521730114761,0.0963190495608437,0.08924979153848533,0.09417373604473135,0.09067627730484767
195903.48089320003,0.028963690901165497,0.008490104299172527,0.006002756341484455,0.007800300669326029,0.00558162882504968,0.007622142493192506,0.004860418314360174,0.0035381758410987655,0.12263375777943285,0.01158531009344621,0.008959005273163475,0.011276537049474896,0.007419390653685693,0.00719865786197316,0.006783616477862601,0.005350146297619745,0.2730697274085245,0.03813821180538225,0.03739355404775135,0.02770273141390127,0.038789903916740774,0.04034951254505251,0.036916700767331626,0.03207757375756432,0.5232151123244432,0.12909388165266433,0.13077405252221672,0.11171345714615769,0.1256868359339705,0.11128052340564934,0.12850968755653575,0.12607939663142015,0.25024729807265783,0.09255551029826697,0.09230016252487704,0.08037276336687578,0.09671935872775048,0.08976121183894208,0.09448086107344845,0.09135483859296202
195903.49089320004,0.02900090913410137,0.008213224413786975,0.005635396821519619,0.007821203950925537,0.005498887334852189,0.007315491751808063,0.004710585483675161,0.0034870607228624164,0.12278698989137989,0.011713454270670472,0.008943261198574425,0.011294462712567399,0.007476082644884154,0.007119918171144982,0.006740203199710812,0.005233274438152873,0.27334144608849786,0.037687494954434755,0.03653469429530146,0.027203008424626408,0.0382745134582747,0.040058675822316,0.03604687378644789,0.03181272425030774,0.5249112064586022,0.13011954666128916,0.13142449763092534,0.11266485621918768,0.1266310087865164,0.11175734737617772,0.1291717074077897,0.1268568867964276,0.24988383410370618,0.09321269135291357,0.09275968833044124,0.08089680290782394,0.09701286265059929,0.0902929998493474,0.09511888944636947,0.09194580060945554
195903.50089320005,0.02939808747170548,0.008210463954929475,0.005493320120831543,0.007559602512537,0.005198966211133745,0.007226985871957248,0.004807963267795673,0.003489276617261421,0.12288765604546903,0.01194109353859791,0.009010865795227417,0.010942672740111336,0.007428705203928074,0.007213047020221438,0.0068435512088579524,0.00511728120929243,0.2731137455362522,0.03688418277515312,0.035563050080959425,0.02634770316263589,0.03740829958763302,0.03940672525100653,0.03503772889839884,0.03154048598589687,0.5263031172113207,0.13084674105275013,0.13183851316883885,0.11331327628085797,0.12728845629472066,0.11223428858627146,0.12957863528106908,0.12751922639195076,0.24909950141133766,0.09351047984896979,0.0931863550832731,0.08109181493761423,0.09760969730350394,0.09047600015275775,0.0959234619509789,0.0925788622880615
195903.51089320006,0.02983164204900321,0.00841197278858974,0.005507317592350041,0.007323387436855832,0.005132718529223208,0.007311468969221083,0.004990862984988001,0.003557011443090725,0.1229762358661821,0.012301922281864162,0.009175314935818624,0.010465215942383484,0.007484082246819415,0.00745938266815695,0.007018601870375105,0.005038872587009662,0.2728198152877111,0.03596857374398987,0.03460455002061743,0.025356631819403855,0.0364118085790379,0.038644977162186435,0.03406180277538498,0.031228085176737825,0.527559669556741,0.1313180227892789,0.13208949110388293,0.11372033205184505,0.12770666048256082,0.11263733689575113,0.12987577363044459,0.12808728406062664,0.24827978368651005,0.09376414363587522,0.09418056791395012,0.0818423879642255,0.09836406995784763,0.09060330100447198,0.096666355786058,0.09322294448581286
