# Nombre: Charlie4
# Tarea: Flecha Derecha
# Tipo: Visual Imagery
# Fecha: 2025-04-21 16:59:06
# Duración: 10
Timestamp,Canal1_Delta,Canal1_Theta,Canal1_Alpha,Canal1_Beta,Canal1_Gamma,Canal2_Delta,Canal2_Theta,Canal2_Alpha,Canal2_Beta,Canal2_Gamma,Canal3_Delta,Canal3_Theta,Canal3_Alpha,Canal3_Beta,Canal3_Gamma,Canal4_Delta,Canal4_Theta,Canal4_Alpha,Canal4_Beta,Canal4_Gamma,Canal5_Delta,Canal5_Theta,Canal5_Alpha,Canal5_Beta,Canal5_Gamma,Canal6_Delta,Canal6_Theta,Canal6_Alpha,Canal6_Beta,Canal6_Gamma,Canal7_Delta,Canal7_Theta,Canal7_Alpha,Canal7_Beta,Canal7_Gamma,Canal8_Delta,Canal8_Theta,Canal8_Alpha,Canal8_Beta,Canal8_Gamma
283391.2226986,0.006663863589303381,0.006371891774411187,0.006764081435281748,0.005135485982486597,0.004614006394093777,0.004149523886222956,0.004812203876166051,0.0038744095887239395,0.08250789835708498,0.08204272906516925,0.08325937732579233,0.07642235489523128,0.08020389043109329,0.06681126315944393,0.07362030263737808,0.07619109452345506,0.09615058696354002,0.10756270757356944,0.09700144778018854,0.1108690764800318,0.10205509122016786,0.10474957617678815,0.10860578798672382,0.10301819293345088,0.101676897698548,0.10690487637224211,0.11496535228728923,0.09252735148629201,0.12088817789054271,0.066716160555639,0.08856300216451002,0.08355542321558136,0.002825418236459513,0.002904419384841158,0.0030802514214161893,0.002606528637232188,0.002621373097997141,0.0024199686808247895,0.0024815504278735117,0.0023573617537129177
283391.2326986,0.0072751293668916394,0.006370261078638224,0.007275554360316129,0.005351358661307161,0.0045618347875012516,0.004786969391986556,0.0052921413565158466,0.0038980290312769844,0.08366608137808328,0.08230984875673722,0.08339590812874437,0.07694167820820863,0.08019805509818023,0.06767647516470875,0.07411498432534175,0.07643583211617842,0.09563281441026834,0.10816351771355458,0.09744181024588484,0.11062830904531777,0.10244986881121733,0.10425935492137994,0.10811053608814672,0.10302598403547726,0.10182541891159537,0.10801219340908048,0.11443108092972638,0.09450449017494297,0.12016316841825467,0.06729357607326038,0.08932797434137797,0.08391262552592767,0.0030157879791412254,0.003012745412579538,0.0032533892794561915,0.0026756640095740142,0.0027443384172610654,0.00262160174845632,0.0026465942594987523,0.0023055232140674845
283391.2426986,0.007842896601189654,0.00699899954827094,0.00775072498651914,0.005979594865983662,0.005334402223030696,0.005378506948164648,0.005737437209832474,0.00450209490066995,0.08473927637232595,0.08301293443029985,0.08352438670518351,0.07775374338685984,0.08078902777281606,0.06847848971516451,0.07457393459122137,0.07703368995074453,0.09515470080452083,0.10822864962119236,0.09785114685932561,0.10995071764815335,0.10231246404059612,0.10380774811554981,0.1076537387670131,0.10260252538347979,0.10196188576569357,0.10851457560486093,0.1139364578615454,0.0961149674519502,0.11849253658606701,0.06782671766773869,0.09003489161709996,0.0837540483556137,0.0032580805274059856,0.003196533419319761,0.0034852335175906686,0.0027999985670574346,0.0028929472269155136,0.0028197727517062995,0.002811007428859674,0.002527116151170884
283391.2526986,0.008368090552176445,0.007582844590238989,0.008190265442990015,0.006562274173636889,0.006051773137954123,0.005925686648328998,0.006149341769435318,0.005062687206793703,0.08573199173400883,0.08366543123140255,0.08364324097911947,0.07850629882794019,0.08133843369245478,0.069220355039511,0.074998475044663,0.07758865409159632,0.0947124518476362,0.10829119160024954,0.09822978802292236,0.10932547904600069,0.10218800891287784,0.10339001288597117,0.10723120737339634,0.10221266119603382,0.10208811014503479,0.10897823676964022,0.11347893578673492,0.09760371808566974,0.11694759622610522,0.06831987524135247,0.09068878996391602,0.08360655565329896,0.003482196946234029,0.0034530825651878567,0.0036996840005471487,0.003027832346081974,0.0031236793545136496,0.0030030748137707154,0.0029630847977011408,0.0027367140152417036
283391.2626986,0.008703454328935815,0.00812290998041345,0.008931497274003128,0.007101257762367193,0.006715352408654368,0.006472729124911146,0.006708421951619273,0.005581242467391053,0.08650988690842397,0.08426900183024519,0.08328647565260776,0.0792024247345764,0.08184664056300596,0.06978240684499691,0.07510870155240149,0.07810200351581062,0.09282783649235188,0.10834905465483398,0.09696879123216005,0.1087471362699986,0.10207290097596278,0.1017471241982085,0.1056319104876691,0.10185204295107814,0.10124813129168167,0.10940712041607194,0.11183071802781877,0.09898081402058166,0.11551853118930461,0.06799125273960224,0.09047172623769266,0.08347012077362767,0.0034830918971208657,0.003690385104451281,0.003670268526980805,0.0032409645500618635,0.0033370999944697206,0.0030615916787722947,0.0030164827567928597,0.002930588121807247
283391.2726986,0.00902032556265873,0.00878506239231235,0.009623904155108099,0.0076432143066672426,0.007609978888284698,0.006984182065928701,0.0072307175540324686,0.006398948800925171,0.08723476315393316,0.08448373675237449,0.08296096532841116,0.07961675468768797,0.08197025369748198,0.07030662224529315,0.07521405196003454,0.07819330649188312,0.09107914442590812,0.10684159898136573,0.0957998807909298,0.10681544390014448,0.10029192539647125,0.10022633518871427,0.10415095095597594,0.10010518408511115,0.10046522679038226,0.10880880428138662,0.11030125329048668,0.09956725698473703,0.11265205579027703,0.06768197476613914,0.09026619462144542,0.08240252130409616,0.0034787943343025348,0.003668637498140894,0.0036380006680795636,0.0032393614988455084,0.00340330504381103,0.0031120603140643377,0.0030629805679416693,0.0029903060262200408
283391.28269860003,0.008582381162998321,0.009404546929887056,0.009219259788817971,0.008150563196762727,0.008444678630526408,0.006655566891651314,0.006975398424399985,0.007161418312752673,0.08692306578216638,0.08468745648442955,0.08152895864433383,0.0800046524478783,0.08208970482738714,0.07002368587054167,0.07453976458698529,0.07828169979510581,0.08911837131476948,0.10544625630682432,0.09389677355874293,0.10502744460487268,0.09864237536976674,0.09807828253002904,0.10208011653830458,0.09848739532248135,0.09913121106667505,0.10824901733114094,0.10797797011413286,0.10010376655218434,0.10999756018359241,0.0668779884593566,0.08944343932606033,0.08140959277956714,0.0033432494095138846,0.003643517588991199,0.003570089316768301,0.0032334988544427913,0.0034592906000147083,0.003130549526431321,0.0030817772011008187,0.0030414041580420883
283391.29269860004,0.008180672448779864,0.008965219636262322,0.008843929976809219,0.007715989434606893,0.008164008443282947,0.006349792116337724,0.006737390116275672,0.006993198854320382,0.08663211448440007,0.0837985141253183,0.08020082088610889,0.0794643166073428,0.08110554795397673,0.06975985954494655,0.07391365734623459,0.07742381526267701,0.08730128062007085,0.10316381513179075,0.0921318917741349,0.10257375905739333,0.096178745775515,0.09608800235191362,0.10119507505927766,0.09621810629505456,0.09789290546088424,0.10701775675741503,0.1058243325888788,0.10011542655986813,0.10642827622270218,0.06613104453020084,0.0886792558517231,0.07981799107258551,0.0032325656008570388,0.0035518352496659647,0.0035087560376621096,0.0031891030287970806,0.003440425021997511,0.003149582304055959,0.003101002491420876,0.003054928341428768
283391.3563599,0.008325457316814748,0.008558345719828359,0.008940537377081106,0.007313041045211359,0.007902548225279976,0.006578828267041267,0.006987257606118151,0.006835874015727476,0.08629386768014667,0.08297308363621417,0.07875022640184823,0.07896193974063351,0.08019199594427873,0.06946643022909388,0.07312970301791796,0.07662732162993625,0.08511663322977471,0.10104793940473021,0.08984713778222071,0.10030021743118606,0.09389539865838532,0.09367734372492742,0.10422244577457097,0.09411524415975081,0.09640514603439924,0.10587424466930224,0.10350671954423228,0.10012240764307918,0.10312301576303974,0.064993953972828,0.08752950875036074,0.07834191297006894,0.0031322591590707454,0.0034688619448732974,0.003356498146535319,0.003205248782124323,0.0034526632339014676,0.003069328823953247,0.0029989734273842216,0.003093866199012478
283391.3663599,0.008461380605655294,0.00872292275812725,0.009032645042897776,0.007546385749942487,0.008131581045314048,0.006793591166794119,0.007221608173029496,0.0071014043118239134,0.08598272986085101,0.08205562541736067,0.07741046593943757,0.0784077909476682,0.07910263787722757,0.06919748799519143,0.07240693175551438,0.07567425988670638,0.08309526857962105,0.098491306860708,0.08773351092318694,0.09758844496774388,0.09099640526717925,0.09144808668000554,0.10701997365101487,0.0914928189032678,0.09503081055834482,0.10433739383935144,0.1013656479687581,0.0996279337888905,0.09994586617390686,0.06394456926849906,0.08646887970589796,0.07652506208357221,0.0030392891829280526,0.0033095267141877442,0.003217362426990067,0.0030944070997345557,0.0033192795805324984,0.002994647553875388,0.0029044590198078622,0.002989733151071042
